workflow_id,start_time,end_time,execution_time_seconds,prompt_tokens,completion_tokens
827a120d-79e2-4518-a073-b5e1090031a2,2025-04-04T14:46:29.54996+00:00,2025-04-04T14:46:51.855478+00:00,18.8865230083466,6559,751
c4ca733b-561b-49b4-8aff-62821044478d,2025-04-04T14:52:30.980772+00:00,2025-04-04T14:52:44.830174+00:00,11.3329701423645,4714,330
e83eb70e-4871-40cc-89c8-2f37af48ed18,2025-04-04T15:01:14.75407+00:00,2025-04-04T15:01:29.972067+00:00,13.666051864624,4777,394
dfa735b1-6139-41da-a55c-0fe0e2e0f62f,2025-04-04T15:14:18.4048+00:00,2025-04-04T15:14:31.29253+00:00,11.151478767395,4717,332
bf16b072-e96e-4fba-a920-7c59d6c898b4,2025-04-04T18:17:44.064131+00:00,2025-04-04T18:17:58.971224+00:00,12.1981570720673,4721,336
730cee22-1334-48d1-8d1b-e42f213cf070,2025-04-04T18:48:10.051385+00:00,2025-04-04T18:48:24.108163+00:00,12.2227549552917,4717,334
275e3794-aa3e-4d4f-a875-fc955de2b9aa,2025-04-04T18:48:06.858019+00:00,2025-04-04T18:48:27.566564+00:00,17.1318459510803,6572,558
6dd81555-eff4-4dc2-aa08-ed0fbd161d44,2025-04-04T18:52:24.140633+00:00,2025-04-04T18:52:36.448031+00:00,10.5507159233093,4706,322
0e656b65-f623-457c-8bb2-4f445f4ff3e7,2025-04-04T18:52:20.782148+00:00,2025-04-04T18:52:44.308031+00:00,19.8921909332275,6532,545
8c54f2e0-2e45-4825-94ea-daaa74ede332,2025-04-04T18:54:58.935532+00:00,2025-04-04T18:55:20.650187+00:00,19.9750320911407,6447,491
5a335a0d-491a-4d53-9077-3ea6055b5ed9,2025-04-04T18:55:01.669397+00:00,2025-04-04T18:55:21.71159+00:00,18.5788249969482,6548,555
d695a62e-5135-4291-9fbc-dead25d73bb5,2025-04-04T18:55:00.383642+00:00,2025-04-04T18:55:22.774408+00:00,20.7661330699921,6505,522
62cf1157-82eb-4049-9a4f-4b41a3168ae4,2025-04-04T18:55:04.092779+00:00,2025-04-04T18:55:23.877784+00:00,18.3040978908539,6568,567
3b7b047c-e552-4407-be04-65707f6f398f,2025-04-04T18:55:02.838639+00:00,2025-04-04T18:55:24.966724+00:00,20.6213438510895,6533,542
832914b5-4b2d-4924-9c65-6f66484a930d,2025-04-04T18:55:06.50914+00:00,2025-04-04T18:55:30.267323+00:00,22.2802040576935,4710,328
d458f888-acad-4257-9827-633df297ec2c,2025-04-04T18:55:08.72395+00:00,2025-04-04T18:55:33.830931+00:00,23.7777080535889,4780,396
60d3bfbe-8d5a-42a8-aa97-129c8f5304fc,2025-04-04T18:55:05.221998+00:00,2025-04-04T18:55:34.818379+00:00,28.042044878006,4712,328
996b5e22-acac-4809-9523-e0c7db04380c,2025-04-04T18:55:07.634134+00:00,2025-04-04T18:55:35.775553+00:00,26.7747230529785,4802,416
8c037ab1-5efc-45ac-8214-e506c7810867,2025-04-04T18:55:09.765055+00:00,2025-04-04T18:55:36.813565+00:00,25.6159689426422,4831,453
2af8d58a-2277-4a97-8fcf-e8e879a77bc1,2025-04-04T18:56:32.328232+00:00,2025-04-04T18:56:45.194206+00:00,11.3450608253479,4709,328
95dfd143-520a-4ac8-9c66-1f5ff108ae3d,2025-04-07T09:10:07.7898+00:00,2025-04-07T09:10:29.216538+00:00,17.3184900283813,4800,431
496f3017-a836-4ee1-bf6f-81d903e73398,2025-04-07T09:37:24.366571+00:00,2025-04-07T09:37:40.365228+00:00,14.0952460765839,4714,330
b00e8904-c23f-4a5c-808c-efaf9691ff75,2025-04-07T10:07:27.945739+00:00,2025-04-07T10:07:45.430417+00:00,8.47171568870544,1206,279
df6ff2db-e1dc-481b-851b-0a1a863ddfce,2025-04-07T10:10:25.426129+00:00,2025-04-07T10:10:33.635936+00:00,6.34719586372375,1208,283
594869a3-04ac-4e8b-b8d6-96d176ee5c24,2025-04-07T10:12:45.792884+00:00,2025-04-07T10:12:53.396517+00:00,5.84075784683228,1208,283
2b1928ff-5fb9-410b-a0c2-63fc0af26638,2025-04-07T12:14:34.828337+00:00,2025-04-07T12:15:00.321995+00:00,21.6304769515991,6630,553
c55c731b-83cd-4dcd-9a42-f0f3ec5ad688,2025-04-07T16:01:08.667514+00:00,2025-04-07T16:01:33.211024+00:00,19.0706272125244,6474,481
8c5eee13-9b18-44e5-bfbc-c52477698339,2025-04-07T16:15:12.893742+00:00,2025-04-07T16:15:31.664852+00:00,16.6369731426239,4753,372
4f3bea5d-cfa1-472b-8322-e26a16b8cc25,2025-04-07T15:18:15.922049+00:00,2025-04-07T15:18:29.081955+00:00,10.0826461315155,2655,315
463d3d42-56e8-46a9-9fe5-6aacba5f5fac,2025-04-07T15:18:58.639887+00:00,2025-04-07T15:19:07.704185+00:00,6.97685766220093,2643,303
bba5aee7-715a-4ed5-bea2-2409c7ea2967,2025-04-07T17:38:05.848707+00:00,2025-04-07T17:38:20.664864+00:00,11.5969619750977,2906,443
d8fb61f4-778f-431f-85c3-93f3ca3b170c,2025-04-07T17:40:00.267069+00:00,2025-04-07T17:40:10.020638+00:00,7.14430475234985,2818,356
cdde938d-e32c-4758-bcaa-b93ee459791f,2025-05-15T09:12:12.994927+00:00,2025-05-15T09:12:23.729981+00:00,7.08110213279724,1492,335
999a1e4d-6fd0-4046-ac8d-be1618cca481,2025-05-15T09:12:16.344167+00:00,2025-05-15T09:12:24.904789+00:00,7.10412001609802,1492,331
7de263d1-4466-44f6-961f-aa863833e840,2025-04-08T09:26:05.856329+00:00,2025-04-08T09:26:39.044981+00:00,26.9874157905579,23330,1009
753262d9-6ee1-448f-a243-371b7273f118,2025-04-08T09:27:03.944438+00:00,2025-04-08T09:27:21.088473+00:00,15.3858761787415,8509,685
6d30f155-0983-479d-b4b4-ead878bd9f5a,2025-04-08T09:27:28.251549+00:00,2025-04-08T09:27:38.630135+00:00,8.45480298995972,1833,349
2e4693f1-2aa6-4afb-9125-eeb10f00a5c3,2025-04-08T09:29:00.478829+00:00,2025-04-08T09:29:11.943642+00:00,9.3172333240509,1869,383
dd6f6338-742b-4c54-a789-b3d16ac10ce7,2025-04-08T09:30:50.141146+00:00,2025-04-08T09:31:04.911649+00:00,12.4447655677795,1821,335
bc7287f1-bab6-4da2-ada0-e00a2835f4ed,2025-04-08T09:32:35.677525+00:00,2025-04-08T09:32:59.438198+00:00,19.7952930927277,16011,736
bf04b4bf-07da-42d9-91bf-3975ebd55752,2025-04-08T11:34:49.440377+00:00,2025-04-08T11:35:16.926519+00:00,24.6845021247864,7637,719
b5a29273-9725-4bf1-84f6-4f6049dc789a,2025-04-08T11:35:34.224533+00:00,2025-04-08T11:35:54.434169+00:00,18.2948079109192,3995,370
d88aba36-a39f-472d-a04d-b76a5596e81c,2025-04-08T11:36:04.265055+00:00,2025-04-08T11:36:24.045213+00:00,16.6839311122894,5444,521
72a365bd-3470-4a64-bb5c-0d6e053dd868,2025-04-08T09:41:21.019805+00:00,2025-04-08T09:41:32.31434+00:00,8.77480030059814,1838,353
46c6f9be-ad18-44b1-a120-4bf55267bf9f,2025-04-08T09:43:59.2149+00:00,2025-04-08T09:44:08.898952+00:00,7.56325483322144,1838,352
7851cb80-f788-46ab-a749-127212875cfb,2025-04-08T09:45:43.236163+00:00,2025-04-08T09:45:51.985223+00:00,6.70148873329163,1809,335
2270d1c9-1301-44f2-82a3-1ad2290da3b8,2025-04-08T09:46:29.342596+00:00,2025-04-08T09:46:38.575652+00:00,7.21634244918823,1847,363
25d3458f-a0f3-4351-96a1-a3cd97cae616,2025-04-08T09:48:14.479628+00:00,2025-04-08T09:48:25.701691+00:00,8.97411394119263,1780,308
1f827969-e7db-4146-b09a-dc500d450194,2025-04-08T09:49:19.466016+00:00,2025-04-08T09:49:30.235616+00:00,8.65474510192871,1829,341
0793d265-5185-4b14-ad32-e036cf16137e,2025-04-08T09:56:50.478899+00:00,2025-04-08T09:57:01.435121+00:00,8.91431951522827,1803,313
5377716c-e561-4560-9e56-93c0f0791fb0,2025-04-08T10:00:55.164209+00:00,2025-04-08T10:01:06.371163+00:00,9.13598608970642,1826,343
34f44618-39e4-49e7-a2f3-7878b11214b5,2025-04-08T10:01:58.361014+00:00,2025-04-08T10:02:08.666387+00:00,8.15647482872009,1808,325
715a5839-1db3-4371-ad57-8b739ebc0ce0,2025-04-08T10:05:12.761221+00:00,2025-04-08T10:05:21.059043+00:00,6.62546920776367,1796,311
cbed59a3-a515-4ac7-b9f3-b0f36201d2dd,2025-04-08T10:07:46.791993+00:00,2025-04-08T10:07:56.22003+00:00,6.98950719833374,1810,333
ba9299a5-6d1a-4f40-92c2-47f94bd22a5e,2025-04-08T10:11:06.416747+00:00,2025-04-08T10:11:18.698309+00:00,9.97345423698425,1826,337
f3645068-5eb7-4172-8547-ae93fa2d2e61,2025-04-08T10:13:28.52109+00:00,2025-04-08T10:13:40.002204+00:00,9.22654128074646,1805,323
a57eb507-93a9-4bc1-ade3-b9184c3358ae,2025-04-08T10:15:46.509989+00:00,2025-04-08T10:15:54.968637+00:00,6.31880736351013,1838,349
1fad9502-0107-4ed2-8c5e-b9ab531b5182,2025-04-08T10:16:54.728621+00:00,2025-04-08T10:17:03.95882+00:00,7.01880168914795,1816,333
06fa9442-4d59-476e-bf58-10283b376b37,2025-04-08T10:17:38.206165+00:00,2025-04-08T10:17:47.639189+00:00,7.40562057495117,1804,319
29bd07f8-57dd-4f8b-a14b-486201c364d9,2025-04-08T10:18:35.779301+00:00,2025-04-08T10:18:45.868088+00:00,7.84540963172913,1808,321
6cc78b18-1966-40af-85bd-8877a53b8c70,2025-05-15T09:12:18.603269+00:00,2025-05-15T09:12:26.109236+00:00,6.04894089698792,1492,290
9e5cc3be-b628-4ac1-a359-a3e37c80c4a2,2025-05-15T09:12:17.454972+00:00,2025-05-15T09:12:27.407343+00:00,8.46239519119263,1492,268
937dc459-f77f-4daa-81bf-09dd3ecf461f,2025-04-08T10:22:05.036864+00:00,2025-04-08T10:22:16.771197+00:00,9.26028203964233,1897,373
1a9c2991-5406-46e5-9d18-b32eb1f7f3bc,2025-04-08T10:31:19.314287+00:00,2025-04-08T10:31:28.024785+00:00,6.31599855422974,1871,337
19c9d6eb-0a2c-4e38-ac5d-ba09ba20e33a,2025-04-08T10:32:14.076611+00:00,2025-04-08T10:32:26.23196+00:00,10.0212023258209,1793,331
c7fc018d-1d7e-4b97-9c9e-cdb2f81ea43c,2025-04-08T10:33:10.769009+00:00,2025-04-08T10:33:29.38551+00:00,16.4931252002716,3965,340
e3f8c792-cd55-467e-880c-1f29f0f5f24b,2025-04-10T08:48:55.420126+00:00,2025-04-10T08:49:10.10153+00:00,11.8121140003204,1824,323
d1692001-337d-4922-812d-10599e4c297d,2025-04-10T08:49:46.111367+00:00,2025-04-10T08:50:02.380849+00:00,14.5088965892792,3989,364
43db002a-df8d-4a59-a839-2724867993bc,2025-04-10T08:50:13.441514+00:00,2025-04-10T08:50:36.198505+00:00,19.1651811599731,5515,584
8b98de96-c076-4e15-9944-adc4c311508d,2025-04-10T13:14:41.568482+00:00,2025-04-10T13:15:01.108165+00:00,17.4939658641815,3965,340
2cdefcd8-8277-4113-8cb8-140e0a202a7c,2025-04-10T13:16:17.564523+00:00,2025-04-10T13:16:38.194689+00:00,18.8236167430878,4093,468
0e7191c8-f683-41a2-b599-1a5d785755b7,2025-04-11T16:52:10.34858+00:00,2025-04-11T16:52:55.266131+00:00,41.9351215362549,35223,371
ed9d0f6f-b743-4ca0-b5ba-6d90cc6a321d,2025-04-11T17:13:25.274974+00:00,2025-04-11T17:13:40.257691+00:00,11.7656464576721,1862,517
c1253764-e711-43f3-b4ac-c5763ee6e756,2025-04-11T20:00:02.518158+00:00,2025-04-11T20:00:14.92792+00:00,8.49859666824341,1877,376
3e804e6c-282c-41c5-935e-6369b62c5c7a,2025-04-11T20:09:34.544545+00:00,2025-04-11T20:09:41.899908+00:00,5.85586857795715,1187,306
623d862d-e0d2-4660-88cc-5e503484f13b,2025-04-11T20:17:14.402253+00:00,2025-04-11T20:17:26.795343+00:00,11.0607531070709,1875,353
44fbc24b-e73b-4587-810b-e56d276eeb2c,2025-04-11T20:20:11.666062+00:00,2025-04-11T20:20:20.724544+00:00,7.23594689369202,1854,331
3ee2fc7c-a251-4bf4-b386-bbde84ca6b88,2025-04-11T21:08:29.954619+00:00,2025-04-11T21:08:54.586675+00:00,21.4612114429474,1171,280
2aa92814-426d-4e8e-9cab-03564b34c12a,2025-04-11T21:08:50.605722+00:00,2025-04-11T21:08:59.524066+00:00,7.43292021751404,1839,325
808e3508-7f06-43fe-81dd-4ec7fa554501,2025-05-15T09:12:19.690512+00:00,2025-05-15T09:12:28.551447+00:00,7.51887273788452,1492,261
d82a7190-08e2-4d40-af55-673a1e5e414c,2025-04-11T21:14:30.797646+00:00,2025-04-11T21:14:56.199129+00:00,24.005793094635,3971,344
a714b871-ae0a-43f7-ae1c-64cb06fa0d6d,2025-04-11T21:15:30.035855+00:00,2025-04-11T21:15:57.973744+00:00,26.4247560501099,20104,356
877e02d1-043f-49d3-9556-5af48fade9ed,2025-04-14T15:52:41.312852+00:00,2025-04-14T15:53:14.776893+00:00,30.7776477336884,3161,381
abe969c4-1699-4470-9c61-a0e939891434,2025-04-14T15:53:47.213222+00:00,2025-04-14T15:54:10.125757+00:00,21.1697382926941,3983,356
a47ec0b2-026e-4fc5-9210-29002a3d0072,2025-04-14T16:07:04.850566+00:00,2025-04-14T16:07:28.800334+00:00,22.2279653549194,4043,416
5bcc21b2-350f-461b-8d06-c9f61f0ebad7,2025-04-14T16:07:40.517949+00:00,2025-04-14T16:08:24.188685+00:00,31.0125498771667,8116,565
1ebccf6b-9744-4bd8-9ab1-ce59d41bf17e,2025-04-14T16:15:36.064843+00:00,2025-04-14T16:15:58.226054+00:00,20.4397754669189,3963,336
e316ae58-8b43-4715-97b6-fa6bb3e42f8a,2025-04-14T16:17:02.478128+00:00,2025-04-14T16:17:16.369743+00:00,11.7354650497437,11082,288
23a7141f-b059-4860-b69a-9d9730059d43,2025-04-14T16:17:31.094839+00:00,2025-04-14T16:17:42.064797+00:00,9.50822973251343,11093,310
82485652-dabe-40b7-b935-9d039f4139f9,2025-04-14T16:18:03.067273+00:00,2025-04-14T16:18:27.721997+00:00,23.2991230487823,43828,548
99571172-6669-4052-8371-c8883fce9927,2025-04-14T17:22:02.702262+00:00,2025-04-14T17:22:17.19358+00:00,8.17900252342224,1193,320
77853cc8-ec64-43c4-a51d-1bf47fa1acd5,2025-04-14T18:57:49.514862+00:00,2025-04-14T18:58:04.29009+00:00,6.78897404670715,1687,245
491cb3bf-521c-480b-bc14-a02b65147f49,2025-05-15T09:12:40.163094+00:00,2025-05-15T09:12:47.284351+00:00,5.56690692901611,1492,260
9b9fd0da-1ebd-44df-950f-cb6022d9eaef,2025-05-15T09:12:41.449977+00:00,2025-05-15T09:12:49.80667+00:00,6.92277979850769,1492,314
849a1309-a4be-43a0-83e6-ed11dbf08afe,2025-05-15T09:12:42.601597+00:00,2025-05-15T09:12:50.864013+00:00,6.71935701370239,1492,293
862f7372-2eb8-4c55-9e68-946293758418,2025-05-15T09:12:43.810114+00:00,2025-05-15T09:12:52.082154+00:00,6.73237609863281,1492,272
10e4df9a-b61b-4c3a-b67e-ef678b11592e,2025-05-15T09:12:45.029939+00:00,2025-05-15T09:12:53.182511+00:00,6.70876789093018,1492,277
c95de579-d91e-47a8-b699-3b7baba8a1d6,2025-05-08T07:22:06.879179+00:00,2025-05-08T07:22:21.565352+00:00,10.2208969593048,1863,343
237e5aaa-d34c-4e25-8dd2-10ca0af42169,2025-05-08T07:36:59.204647+00:00,2025-05-08T07:37:08.156119+00:00,6.51717066764832,1841,325
fa67a0e9-39ed-4c41-93b8-aa1850bcf614,2025-05-08T08:15:04.302199+00:00,2025-05-08T08:15:13.433262+00:00,7.10210514068604,1844,327
befd5dd1-d0fd-4a20-b01b-68b8d72c148f,2025-05-08T08:14:37.02631+00:00,2025-05-08T08:15:20.493068+00:00,16.199743270874,7010,523
11b0710a-edd1-40e0-b608-029719772342,2025-05-08T08:16:15.294897+00:00,2025-05-08T08:16:26.882266+00:00,9.39366698265076,1875,357
b21128c8-2d7f-48ed-bfc3-d5466deffb6b,2025-05-15T09:13:06.878443+00:00,2025-05-15T09:13:14.230616+00:00,5.80277705192566,1492,343
f866fd12-1340-43e4-88b3-126d976be4e1,2025-05-15T09:13:08.034765+00:00,2025-05-15T09:13:16.36737+00:00,6.82829189300537,1492,433
61a5b0d1-5c57-4545-ac74-d6712d8471c2,2025-05-15T09:13:09.194813+00:00,2025-05-15T09:13:18.751343+00:00,7.80752515792847,1492,446
14acc3fe-1dda-4b05-9f85-17326dab47d0,2025-05-13T10:25:35.826103+00:00,2025-05-13T10:25:55.838769+00:00,14.710422039032,3099,638
c411e93d-60be-467c-8eab-00d6e6ad874e,2025-05-13T11:20:47.523515+00:00,2025-05-13T11:21:07.987912+00:00,17.7489740848541,0,0
3fd87149-5bf1-4564-b2c6-2bfb685a3667,2025-05-13T11:24:04.428428+00:00,2025-05-13T11:24:15.29781+00:00,8.99626779556274,0,0
d3f85e91-a98b-4d1c-9199-18769fc7a8ed,2025-05-13T11:26:42.930567+00:00,2025-05-13T11:27:03.579563+00:00,18.0549318790436,0,0
da381f65-4de4-4e79-8229-c84144c988a7,2025-05-13T11:35:13.415869+00:00,2025-05-13T11:35:33.370473+00:00,17.2735221385956,0,0
b36b1351-0739-4f15-b24b-a9a82295ae3f,2025-05-13T11:37:47.903636+00:00,2025-05-13T11:38:00.672379+00:00,10.3547918796539,0,0
7a54785f-c2c0-4cc9-8d4a-d36bd1b9ceb6,2025-05-13T11:46:37.116976+00:00,2025-05-13T11:46:59.042534+00:00,12.5343654155731,0,0
b8fcb0ad-dccc-4cb7-a46a-8beab7c588e0,2025-05-13T11:54:19.414587+00:00,2025-05-13T11:54:40.497131+00:00,18.5360569953918,1006,722
e40e720b-1394-467c-870b-9c8dfb356fcb,2025-05-13T16:28:16.929399+00:00,2025-05-13T16:28:30.812293+00:00,10.9186208248138,1006,498
6e8faf81-344e-4af9-919a-2f3ef54c929b,2025-05-13T19:05:58.131569+00:00,2025-05-13T19:06:10.510693+00:00,9.30648326873779,1492,463
62e6d47d-2505-4329-9c35-16a2022d5abb,2025-05-13T19:21:48.356407+00:00,2025-05-13T19:22:04.312258+00:00,13.272528886795,1006,570
d56f7f54-d657-4ffb-a8d9-3d8d0fbe7703,2025-05-13T19:22:27.058368+00:00,2025-05-13T19:22:52.478019+00:00,21.3392269611359,3089,715
3f223fcc-7509-4c03-8c5b-86fae794f1ee,2025-05-13T19:23:40.258096+00:00,2025-05-13T19:23:50.432193+00:00,7.60542702674866,1492,289
82776a9d-3fbb-4a49-9a8b-85447a8810a8,2025-05-13T19:25:49.652487+00:00,2025-05-13T19:26:00.582433+00:00,8.32855868339539,1494,448
2b128a4c-5725-48f3-ba84-a6b4872953bb,2025-05-13T19:26:58.287731+00:00,2025-05-13T19:27:19.193326+00:00,18.3151791095734,1008,811
e5e1f5f3-6546-4f28-a11c-c51ea145dabf,2025-05-14T08:41:36.791678+00:00,2025-05-14T08:41:47.088994+00:00,7.17208480834961,1494,335
148f0840-a90f-42bd-af11-0bfbf034c9a5,2025-05-14T08:48:32.482293+00:00,2025-05-14T08:48:53.390839+00:00,17.0607481002808,3107,645
2a5a3105-7d20-491c-8ea7-1a165c2f7f0c,2025-05-14T08:49:28.158359+00:00,2025-05-14T08:49:48.741789+00:00,15.0250489711761,3111,749
71ea5b34-986a-4a3d-8770-9fdbcf2afd89,2025-05-14T08:54:08.173855+00:00,2025-05-14T08:54:26.183407+00:00,13.7707917690277,3101,620
bcab0bc0-2361-47d8-bc37-f72c592c2395,2025-05-14T08:54:57.04173+00:00,2025-05-14T08:55:18.787381+00:00,19.1593449115753,1494,793
73094f0a-629d-473c-8359-8a3ab71fed87,2025-05-14T08:57:15.429801+00:00,2025-05-14T08:57:28.790698+00:00,10.9047679901123,1492,479
b98f8717-561f-49ac-a3b6-fae8203e747f,2025-05-14T08:59:24.076094+00:00,2025-05-14T08:59:36.072039+00:00,9.672199010849,1492,410
ad875c13-4a17-462b-9612-2db8c3936045,2025-05-14T08:59:45.727692+00:00,2025-05-14T09:00:02.520207+00:00,13.4767210483551,3101,685
d9b7fcc4-7c9d-4082-a35b-8b25e5b14388,2025-05-14T09:04:15.514553+00:00,2025-05-14T09:04:28.506252+00:00,10.0254352092743,1492,501
8f1cdb99-448b-4ea8-a551-0dc7a58708fc,2025-05-14T09:06:05.132594+00:00,2025-05-14T09:06:21.62487+00:00,14.2303669452667,1494,724
20a58cd6-8ee6-43dd-b522-c82daabf3204,2025-05-14T09:06:40.745886+00:00,2025-05-14T09:06:56.740103+00:00,12.5577390193939,3103,610
16c0f7fa-163b-4de8-bf6a-6c42c559bd99,2025-05-14T09:10:03.050429+00:00,2025-05-14T09:10:18.722831+00:00,11.8073527812958,3103,649
3f9826d5-260a-4ed2-8243-1d9c1c064a5c,2025-05-14T09:11:04.581085+00:00,2025-05-14T09:11:14.788763+00:00,7.78838491439819,1494,330
a5325ef6-ea0c-4538-bae2-4b95473f9cdd,2025-05-14T09:39:08.760228+00:00,2025-05-14T09:39:25.460583+00:00,12.7023148536682,3125,747
54369cd1-20dc-4819-acc9-5b430df4a346,2025-05-14T09:40:09.519457+00:00,2025-05-14T09:40:22.168159+00:00,9.99070620536804,1494,373
